t,x,y,s,d,yaw, speed
1444,2096.68,1406.03,1465.71,2.31701,73.3116,34.6733
1445,2096.77,1406.32,1466.02,2.32422,73.343,34.5766
1446,2096.95,1406.91,1466.64,2.33829,73.2384,34.3675
1447,2097.12,1407.5,1467.25,2.35343,73.1024,34.1454
1448,2097.21,1407.79,1467.55,2.36106,73.1637,33.8967
1449,2097.39,1408.37,1468.16,2.37564,73.2571,33.7475
1450,2097.56,1408.94,1468.76,2.38938,73.3831,33.5068
1451,2097.73,1409.51,1469.35,2.40169,73.4525,33.2532
1452,2097.82,1409.8,1469.65,2.4074,73.5161,33.0258
1453,2097.98,1410.36,1470.24,2.41795,73.6786,32.877
1454,2098.14,1410.92,1470.82,2.42603,73.9093,32.606
1455,2098.22,1411.2,1471.11,2.42935,73.9983,32.3527
1456,2098.38,1411.76,1471.69,2.43502,74.0746,32.1126
1457,2098.54,1412.31,1472.26,2.43962,74.2195,31.9776
1458,2098.62,1412.58,1472.55,2.4412,74.2607,31.7171
1459,2098.77,1413.12,1473.11,2.44414,74.4034,31.4773
1460,2098.85,1413.39,1473.39,2.44491,74.4727,31.2243
1461,2098.99,1413.93,1473.95,2.44568,74.5345,31.1103
1462,2099.07,1414.2,1474.23,2.44603,74.599,30.9846
1463,2099.21,1414.73,1474.78,2.44493,74.7799,30.6107
1464,2099.29,1414.99,1475.05,2.44397,74.8249,30.5904
1465,2099.43,1415.51,1475.59,2.44122,74.9608,30.1187
1466,2099.5,1415.78,1475.86,2.4394,75.0591,30.2242
1467,2099.64,1416.29,1476.39,2.43495,75.1197,29.8662
1468,2099.77,1416.8,1476.92,2.42901,75.2908,29.4934
1469,2099.84,1417.06,1477.19,2.42571,75.3396,29.4865
1470,2099.97,1417.57,1477.71,2.41854,75.4611,29.2343
1471,2100.03,1417.82,1477.97,2.4144,75.5584,29.0087
1472,2100.16,1418.32,1478.48,2.40534,75.6884,28.8692
1473,2100.22,1418.56,1478.74,2.40013,75.8156,28.6238
1474,2100.35,1419.06,1479.25,2.38888,75.9486,28.3852
1475,2100.47,1419.55,1479.76,2.37637,76.0314,28.5971
1476,2100.53,1419.8,1480.02,2.3697,76.1359,28.8091
1477,2100.66,1420.31,1480.54,2.35527,76.242,29.0344
1478,2100.72,1420.56,1480.8,2.34756,76.293,29.2333
1479,2100.84,1421.07,1481.32,2.33155,76.4497,29.4588
1480,2100.97,1421.59,1481.85,2.31366,76.5725,29.7907
1481,2101.03,1421.85,1482.12,2.30435,76.6241,29.8836
1482,2101.16,1422.37,1482.66,2.28487,76.7201,30.1094
1483,2101.22,1422.63,1482.93,2.27476,76.7705,30.2157
1484,2101.34,1423.16,1483.47,2.25342,76.9139,30.5481
1485,2101.4,1423.43,1483.74,2.24224,76.9858,30.6544
1486,2101.53,1423.97,1484.3,2.21906,77.057,30.7609
1487,2101.59,1424.24,1484.57,2.20677,77.1966,31.1068
1488,2101.65,1424.51,1484.85,2.19376,77.216,31.3004
1489,2101.78,1425.06,1485.41,2.16791,77.3071,31.5328
1490,2101.84,1425.33,1485.69,2.15459,77.3505,31.5328
1491,2101.9,1425.61,1485.98,2.14074,77.4366,31.746
1492,2102.02,1426.17,1486.55,2.11198,77.5268,31.9725
1493,2102.09,1426.45,1486.84,2.09706,77.6105,32.1858
1494,2102.15,1426.73,1487.13,2.08162,77.6545,32.3992
1495,2102.27,1427.3,1487.71,2.0502,77.7797,32.6126
1496,2102.33,1427.59,1488,2.03366,77.8226,32.8528
1497,2102.39,1427.87,1488.29,2.01715,77.8601,32.8394
1498,2102.52,1428.45,1488.88,1.98255,77.9837,33.2799
1499,2102.58,1428.74,1489.18,1.96497,78.0228,33.2799
1500,2102.7,1429.33,1489.78,1.92822,78.1621,33.7207
1501,2102.77,1429.63,1490.08,1.90932,78.2,33.8276
1502,2102.89,1430.22,1490.69,1.87072,78.2976,34.0415
1503,2102.95,1430.52,1490.99,1.8508,78.3555,34.1429
1504,2103.08,1431.12,1491.61,1.81006,78.427,34.4827
1505,2103.14,1431.43,1491.92,1.7893,78.5015,34.5897
1506,2103.2,1431.73,1492.23,1.76773,78.5373,34.9241
1507,2103.32,1432.35,1492.85,1.72434,78.6652,35.1517
1508,2103.39,1432.66,1493.17,1.70173,78.6804,35.3525
1509,2103.45,1432.97,1493.29,1.69114,78.7173,35.2454
1510,2103.57,1433.59,1493.92,1.71928,78.7882,35.473
1511,2103.7,1434.22,1494.56,1.74636,78.9106,36.0221
1512,2103.76,1434.54,1494.88,1.75974,78.944,36.0221
1513,2103.82,1434.85,1495.21,1.77283,79.01,36.2365
1514,2103.95,1435.49,1495.86,1.7984,78.8765,36.4643
1515,2104.01,1435.81,1496.18,1.81312,78.6245,36.4931
1516,2104.14,1436.45,1496.84,1.84636,78.1251,36.7782
1517,2104.21,1436.78,1497.17,1.86528,77.8967,37.0581
1518,2104.35,1437.43,1497.83,1.9075,77.3915,37.2267
1519,2104.43,1437.75,1498.17,1.93104,77.1862,37.501
1520,2104.58,1438.41,1498.84,1.98073,76.8551,37.7626
1521,2104.66,1438.74,1499.18,2.00793,76.7346,37.9249
1522,2104.81,1439.4,1499.86,2.0626,76.4931,38.1627
1523,2104.89,1439.74,1500.2,2.09207,76.3349,38.4527
1524,2105.06,1440.41,1500.88,2.15446,75.9027,38.624
1525,2105.14,1440.74,1501.23,2.18735,75.8279,38.8757
1526,2105.32,1441.42,1501.93,2.25511,75.543,39.3661
1527,2105.41,1441.77,1502.28,2.2915,75.3137,39.4143
1528,2105.59,1442.45,1502.99,2.36632,75.1713,39.793
1529,2105.68,1442.8,1503.34,2.40485,75.044,40.0391
1530,2105.87,1443.49,1504.06,2.4845,74.8449,40.3067
1531,2105.96,1443.84,1504.42,2.52547,74.7617,40.4539
1532,2106.15,1444.54,1505.14,2.60896,74.6761,40.7006
1533,2106.25,1444.9,1505.5,2.65125,74.6307,40.9461
1534,2106.45,1445.61,1506.23,2.73755,74.5291,41.0877
1535,2106.55,1445.96,1506.6,2.78115,74.4644,41.4385
1536,2106.74,1446.68,1507.34,2.86915,74.5473,41.6491
1537,2106.84,1447.04,1507.71,2.91352,74.4477,41.7908
1538,2107.05,1447.76,1508.46,3.00237,74.5452,41.994
1539,2107.15,1448.13,1508.83,3.04709,74.4689,42.2541
1540,2107.35,1448.86,1509.59,3.13756,74.4632,42.7043
1541,2107.45,1449.23,1509.97,3.18336,74.4345,42.7394
1542,2107.66,1449.97,1510.73,3.27456,74.5747,43.1677
1543,2107.76,1450.35,1511.12,3.3197,74.6155,43.3914
1544,2107.97,1451.1,1511.89,3.40967,74.6917,43.602
1545,2108.07,1451.47,1512.28,3.45451,74.7318,43.602
1546,2108.28,1452.23,1513.06,3.54327,74.9006,44.0367
1547,2108.38,1452.61,1513.45,3.58696,74.9398,44.2405
1548,2108.59,1453.38,1514.24,3.67451,75.0323,44.4586
1549,2108.69,1453.76,1514.64,3.71784,75.073,44.6828
1550,2108.79,1454.15,1515.03,3.76114,75.109,44.696
1551,2108.99,1454.92,1515.83,3.84383,75.8136,44.248
1552,2109.18,1455.69,1516.62,3.91262,76.7204,44.6266
1553,2109.27,1456.08,1517.02,3.94351,77.1746,44.7952
1554,2109.36,1456.47,1517.42,3.97024,77.6764,44.9111
1555,2109.53,1457.27,1518.23,4.0162,78.4509,45.3604
1556,2109.61,1457.66,1518.63,4.03462,78.8433,45.5167
1557,2109.76,1458.47,1519.45,4.06487,79.5009,45.9696
1558,2109.84,1458.87,1519.86,4.07674,79.8063,45.9432
1559,2109.98,1459.69,1520.69,4.09333,80.4608,46.5258
1560,2110.11,1460.51,1521.53,4.10105,81.0124,46.7912
1561,2110.18,1460.93,1521.94,4.10234,81.3227,46.9721
1562,2110.24,1461.35,1522.37,4.10057,81.6162,47.0441
1563,2110.36,1462.18,1523.21,4.09322,82.0928,47.4584
1564,2110.42,1462.6,1523.64,4.08563,82.3962,47.5177
1565,2110.53,1463.45,1524.49,4.06672,82.7656,48.0476
1566,2110.58,1463.88,1524.92,4.05465,82.9916,47.9082
1567,2110.68,1464.74,1525.79,4.02643,83.3916,48.424
1568,2110.78,1465.6,1526.65,3.99126,83.763,48.7257
1569,2110.83,1466.04,1527.09,3.97164,83.9039,48.9415
1570,2110.87,1466.47,1527.45,3.95513,84.0443,48.9193
1571,2110.96,1467.35,1528.33,3.92739,84.3436,49.4645
1572,2111.01,1467.79,1528.77,3.91225,84.4688,49.3341
1573,2111.09,1468.67,1529.65,3.8783,84.759,49.433
1574,2111.13,1469.11,1530.1,3.85965,84.885,49.4069
1575,2111.21,1469.99,1530.98,3.8199,85.0795,49.3901
1576,2111.24,1470.43,1531.42,3.79916,85.1317,49.5102
1577,2111.32,1471.3,1532.3,3.75596,85.2892,49.0429
1578,2111.35,1471.74,1532.73,3.73418,85.3418,48.9363
1579,2111.42,1472.61,1533.6,3.68804,85.5024,48.5785
1580,2111.49,1473.47,1534.47,3.64134,85.557,48.3586
1581,2111.52,1473.9,1534.9,3.61736,85.5419,48.1187
1582,2111.56,1474.33,1535.33,3.59445,85.4506,48.0319
1583,2111.62,1475.18,1536.18,3.54946,85.4284,47.678
1584,2111.69,1476.02,1537.03,3.50417,85.5174,47.3428
1585,2111.72,1476.44,1537.45,3.48148,85.5731,47.236
1586,2111.79,1477.28,1538.29,3.43408,85.6291,46.994
1587,2111.82,1477.7,1538.71,3.41071,85.6087,46.7762
1588,2111.89,1478.53,1539.54,3.36461,85.5822,46.4495
1589,2111.95,1479.35,1540.36,3.3192,85.5495,46.1092
1590,2111.98,1479.76,1540.77,3.29676,85.5389,45.9867
1591,2112.05,1480.58,1541.59,3.25239,85.5062,45.66
1592,2112.11,1481.39,1542.4,3.20868,85.4668,45.4423
1593,2112.14,1481.79,1542.81,3.18728,85.4558,45.3219
1594,2112.2,1482.6,1543.61,3.14449,85.4276,44.9931
1595,2112.24,1483,1544.01,3.12363,85.3468,44.6529
1596,2112.3,1483.79,1544.81,3.08397,85.2357,44.444
1597,2112.34,1484.18,1545.2,3.0646,85.1412,44.2263
1598,2112.4,1484.97,1545.99,3.02818,85.0457,44.0179
1599,2112.47,1485.75,1546.78,2.99328,84.8654,43.9051
1600,2112.51,1486.14,1547.16,2.97689,84.8461,43.5676
1601,2112.58,1486.91,1547.94,2.94387,84.8055,43.3476
1602,2112.65,1487.68,1548.71,2.91216,84.6934,42.9125
1603,2112.68,1488.06,1549.09,2.89753,84.6063,42.9115
1604,2112.76,1488.82,1549.85,2.86881,84.4906,42.4766
1605,2112.79,1489.2,1550.23,2.85543,84.4021,42.4709
1606,2112.87,1489.95,1550.99,2.82971,84.2845,42.036
1607,2112.94,1490.69,1551.74,2.80669,84.1633,41.8188
1608,2112.98,1491.07,1552.11,2.79534,84.0742,41.5987
1609,2113.06,1491.8,1552.85,2.7753,83.949,41.382
1610,2113.1,1492.17,1553.22,2.76545,83.9259,41.1618
1611,2113.18,1492.9,1553.95,2.74661,83.7965,40.9339
1612,2113.26,1493.62,1554.68,2.73022,83.6975,40.7422
1613,2113.3,1493.98,1555.04,2.72213,83.6614,40.5085
1614,2113.38,1494.7,1555.76,2.70708,83.599,40.1858
1615,2113.46,1495.41,1556.48,2.69351,83.3983,39.9811
1616,2113.5,1495.76,1556.83,2.68756,83.3608,39.737
1617,2113.58,1496.46,1557.54,2.67603,83.3322,39.6285
1618,2113.62,1496.81,1557.89,2.67059,83.2858,39.3031
1619,2113.7,1497.51,1558.59,2.65986,83.2764,39.1914
1620,2113.74,1497.85,1558.94,2.65496,83.2365,38.8556
1621,2113.83,1498.54,1559.63,2.64528,83.1695,38.6387
1622,2113.87,1498.88,1560.08,2.63073,83.1586,38.4218
1623,2113.95,1499.57,1560.76,2.59531,83.1196,38.1914
1624,2113.99,1499.9,1561.11,2.57767,83.0987,38.3134
1625,2114.07,1500.58,1561.78,2.54377,82.9558,37.7577
1626,2114.11,1500.91,1562.12,2.5278,82.8519,37.8659
1627,2114.2,1501.58,1562.79,2.49718,82.7775,37.3241
1628,2114.28,1502.24,1563.45,2.46726,82.7124,37.1074
1629,2114.32,1502.56,1563.78,2.45282,82.6895,36.8636
1630,2114.41,1503.22,1564.44,2.42427,82.6461,36.647
1631,2114.45,1503.54,1564.77,2.41015,82.6241,36.6605
1632,2114.53,1504.18,1565.41,2.38295,82.5548,36.2137
1633,2114.62,1504.83,1566.06,2.35646,82.5097,35.9836
1634,2114.66,1505.14,1566.38,2.34336,82.487,35.9971
1635,2114.74,1505.78,1567.02,2.31823,82.4136,35.5369
1636,2114.83,1506.4,1567.65,2.29376,82.3212,35.3339
1637,2114.87,1506.71,1567.97,2.2823,82.2959,35.094
1638,2114.95,1507.34,1568.59,2.25921,82.27,34.8739
1639,2115.04,1507.95,1569.21,2.23678,82.1938,34.6575
1640,2115.08,1508.26,1569.52,2.2261,82.1692,34.4275
1641,2115.16,1508.86,1570.13,2.20505,82.0926,34.2111
1642,2115.25,1509.47,1570.74,2.18504,82.0402,33.9812
1643,2115.33,1510.06,1571.34,2.1657,81.987,33.7649
1644,2115.42,1510.66,1571.94,2.14738,81.9085,33.3323
1645,2115.46,1510.95,1572.24,2.13838,81.8804,33.3323
1646,2115.54,1511.54,1572.83,2.12111,81.8251,33.1025
1647,2115.63,1512.12,1573.42,2.10485,81.7417,32.6566
1648,2115.67,1512.41,1573.71,2.09688,81.7141,32.6701
1649,2115.75,1512.98,1574.29,2.08197,81.6266,32.2243
1650,2115.84,1513.55,1574.86,2.06776,81.5409,32.0082
1651,2115.88,1513.83,1575.14,2.06116,81.5101,31.7786
1652,2115.96,1514.39,1575.71,2.04832,81.4182,31.5491
1653,2116.05,1514.94,1576.27,2.03648,81.3584,31.3466
1654,2116.09,1515.22,1576.55,2.03093,81.2959,31.1036
1655,2116.17,1515.76,1577.1,2.02087,81.1917,30.7839
1656,2116.26,1516.3,1577.65,2.01143,81.1206,30.4559
1657,2116.3,1516.57,1577.92,2.00706,81.0887,30.3345
1658,2116.38,1517.1,1578.46,1.99881,81.0202,30.1187
1659,2116.42,1517.37,1578.73,1.99496,80.9711,29.9974
1660,2116.51,1517.89,1579.26,1.98808,80.8862,29.6738
1661,2116.59,1518.41,1579.79,1.98205,80.7847,29.3503
1662,2116.63,1518.67,1580.05,1.97938,80.7482,29.2425
1663,2116.72,1519.18,1580.57,1.97456,80.5523,29.0134
1664,2116.76,1519.44,1580.82,1.97353,80.3392,28.8159
1665,2116.85,1519.95,1581.34,1.97506,79.7134,28.9846
1666,2116.9,1520.2,1581.6,1.97738,79.4385,29.2142
1667,2117,1520.72,1582.13,1.98792,78.8055,29.5154
1668,2117.1,1521.24,1582.66,2.00319,78.272,29.8078
1669,2117.16,1521.51,1582.93,2.01243,77.9618,30.0439
1670,2117.27,1522.03,1583.47,2.03593,77.5711,30.2326
1671,2117.33,1522.3,1583.74,2.04874,77.29,30.4753
1672,2117.46,1522.83,1584.29,2.07881,76.7648,30.7741
1673,2117.52,1523.1,1584.56,2.09626,76.4919,30.7046
1674,2117.65,1523.64,1585.12,2.13439,76.0029,31.1071
1675,2117.79,1524.18,1585.67,2.17679,75.6887,31.2797
1676,2117.86,1524.45,1585.95,2.199,75.5981,31.5116
1677,2118,1525,1586.52,2.24625,75.2425,31.679
1678,2118.07,1525.28,1586.8,2.27105,75.1063,31.9313
1679,2118.22,1525.83,1587.38,2.32344,74.8647,32.219
1680,2118.3,1526.11,1587.66,2.35045,74.7238,32.4513
1681,2118.45,1526.67,1588.24,2.40761,74.4101,32.6217
1682,2118.61,1527.24,1588.82,2.46794,74.1785,32.891
1683,2118.7,1527.52,1589.12,2.49914,74.1393,33.1441
1684,2118.86,1528.09,1589.71,2.56229,73.9489,33.266
1685,2118.94,1528.38,1590.01,2.59507,73.8244,33.4274
1686,2119.11,1528.96,1590.6,2.6631,73.6386,33.8108
1687,2119.28,1529.54,1591.2,2.73248,73.5911,33.9387
1688,2119.37,1529.83,1591.51,2.7673,73.5331,34.0435
1689,2119.54,1530.42,1592.12,2.8394,73.4289,34.4328
1690,2119.72,1531.01,1592.73,2.91273,73.2815,34.6812
1691,2119.81,1531.31,1593.04,2.95046,73.2687,34.9218
1692,2119.99,1531.91,1593.66,3.02629,73.1603,35.1756
1693,2120.17,1532.51,1594.29,3.10392,73.0349,35.3118
1694,2120.27,1532.81,1594.6,3.14369,73.0232,35.5527
1695,2120.45,1533.42,1595.23,3.22358,72.891,35.8066
1696,2120.64,1534.04,1595.87,3.30502,72.9914,35.911
1697,2120.74,1534.35,1596.19,3.34566,72.956,36.2694
1698,2120.93,1534.97,1596.84,3.42743,73.0313,36.3608
1699,2121.12,1535.6,1597.49,3.5097,72.9228,36.6227
1700,2121.32,1536.23,1598.15,3.59377,72.9165,37.1095
1701,2121.41,1536.55,1598.48,3.6354,72.9659,37.0855
1702,2121.61,1537.19,1599.14,3.71906,72.9593,37.5403
1703,2121.71,1537.51,1599.47,3.76192,72.9287,37.5803
1704,2121.91,1538.16,1600.15,3.84736,72.9951,38.03
1705,2122.1,1538.81,1600.89,3.92106,73.0773,38.2201
1706,2122.2,1539.13,1601.23,3.95826,73.0663,38.2519
1707,2122.4,1539.8,1601.91,4.03131,73.2106,38.6829
1708,2122.6,1540.46,1602.6,4.10363,73.3334,38.8921
1709,2122.8,1541.13,1603.3,4.1748,73.4469,39.1066
1710,2122.9,1541.47,1603.65,4.21016,73.5402,39.3107
1711,2123.1,1542.14,1604.35,4.27983,73.6108,39.5333
1712,2123.3,1542.83,1605.06,4.34858,73.7457,39.8531
1713,2123.4,1543.17,1605.41,4.3828,73.8113,39.9656
1714,2123.6,1543.86,1606.13,4.45007,73.9035,40.2802
1715,2123.8,1544.56,1606.85,4.51639,74.0527,40.6007
1716,2123.9,1544.91,1607.21,4.5493,74.1185,40.7132
1717,2124.1,1545.61,1607.94,4.61432,74.1629,40.8183
1718,2124.2,1545.96,1608.31,4.64648,74.2872,41.1466
1719,2124.4,1546.68,1609.05,4.7098,74.3741,41.37
1720,2124.6,1547.39,1609.79,4.7724,74.4344,41.5672
1721,2124.8,1548.11,1610.53,4.83386,74.5773,42.0072
1722,2124.9,1548.48,1610.91,4.86453,74.6168,42.0013
1723,2125.1,1549.2,1611.66,4.92487,74.6799,42.225
1724,2125.3,1549.94,1612.42,4.98409,74.8379,42.6525
1725,2125.5,1550.68,1613.18,5.04237,74.9845,42.8633
1726,2125.6,1551.05,1613.57,5.0704,75.1135,42.9476
1727,2125.8,1551.8,1614.34,5.12508,75.227,43.383
1728,2126,1552.55,1615.11,5.17903,75.3718,43.5943
1729,2126.1,1552.92,1615.5,5.20471,75.4773,43.5729
1730,2126.29,1553.68,1616.28,5.25562,75.551,43.7844
1731,2126.49,1554.45,1617.07,5.30539,75.696,44.2208
1732,2126.59,1554.83,1617.47,5.32978,75.7116,44.3266
1733,2126.78,1555.6,1618.26,5.37807,75.8196,44.6575
1734,2126.98,1556.38,1619.06,5.42523,75.9743,44.9752
1735,2127.08,1556.77,1619.46,5.44773,76.0586,44.8427
1736,2127.27,1557.56,1620.27,5.49147,76.2606,45.3861
1737,2127.46,1558.35,1621.08,5.53232,76.396,45.5724
1738,2127.56,1558.74,1621.49,5.55259,76.4282,45.6983
1739,2127.75,1559.54,1622.31,5.59116,76.6587,45.8788
1740,2127.94,1560.34,1623.13,5.62747,76.818,46.304
1741,2128.13,1561.15,1623.96,5.66111,76.9486,46.5051
1742,2128.32,1561.96,1624.8,5.694,77.041,46.7179
1743,2128.41,1562.37,1625.21,5.70987,77.0709,46.9441
1744,2128.6,1563.19,1626.06,5.74128,77.1322,47.157
1745,2128.78,1564.02,1626.9,5.77193,77.2221,47.37
1746,2128.88,1564.43,1627.33,5.78668,77.2675,47.5964
1747,2129.07,1565.27,1628.18,5.81564,77.3394,47.8094
1748,2129.26,1566.1,1629.04,5.84349,77.4125,48.1425
1749,2129.44,1566.95,1629.9,5.86962,77.6124,48.2195
1750,2129.53,1567.37,1630.34,5.88175,77.6399,48.5454
1751,2129.72,1568.22,1631.2,5.90562,77.7238,48.7588
1752,2129.81,1568.65,1631.64,5.91697,77.815,48.9989
1753,2130,1569.51,1632.52,5.93744,77.9309,49.1761
1754,2130.18,1570.37,1633.4,5.9569,78.001,49.3974
1755,2130.27,1570.8,1633.84,5.96656,77.9855,49.4031
1756,2130.46,1571.66,1634.73,5.98589,78.0605,49.4031
1757,2130.64,1572.53,1635.61,6.00269,78.1997,49.4817
1758,2130.73,1572.96,1636.05,6.01044,78.2462,49.358
1759,2130.91,1573.83,1636.94,6.02532,78.3236,49.4594
1760,2131,1574.26,1637.38,6.03211,78.3856,49.3358
1761,2131.18,1575.13,1638.26,6.04412,78.5238,49.4209
1762,2131.35,1575.99,1639.14,6.05515,78.5843,49.4209
1763,2131.53,1576.86,1640.03,6.06404,78.7208,49.3939
1764,2131.61,1577.29,1640.47,6.06758,78.7966,49.4849
1765,2131.78,1578.16,1641.36,6.07416,78.8603,49.4796
1766,2131.87,1578.59,1641.8,6.07669,78.9069,49.3513
1767,2132.04,1579.46,1642.68,6.08159,78.9361,49.4719
1768,2132.21,1580.33,1643.57,6.08628,78.9981,49.4585
1769,2132.38,1581.2,1644.45,6.08903,79.1208,49.4376
1770,2132.46,1581.63,1644.89,6.08945,79.1844,49.417
1771,2132.62,1582.5,1645.78,6.08932,79.2836,49.3966
1772,2132.71,1582.93,1646.21,6.08915,79.3342,49.182
1773,2132.87,1583.8,1647.05,6.08884,79.4776,49.0293
1774,2132.95,1584.22,1647.49,6.09042,79.4882,48.8061
1775,2133.11,1585.08,1648.36,6.09194,79.5954,48.5664
1776,2133.18,1585.51,1648.79,6.09195,79.699,48.5516
1777,2133.34,1586.36,1649.65,6.09065,79.7542,48.0838
1778,2133.41,1586.78,1650.08,6.08946,79.7951,48.0693
1779,2133.57,1587.62,1650.94,6.08617,79.9696,47.9377
1780,2133.64,1588.04,1651.37,6.08353,79.9292,47.596
1781,2133.79,1588.88,1652.21,6.08062,79.7979,47.3867
1782,2133.94,1589.71,1653.06,6.07756,79.9571,47.2599
1783,2134.01,1590.12,1653.48,6.07506,79.9748,46.9047
1784,2134.08,1590.53,1653.9,6.07272,80.0173,46.7972
1785,2134.23,1591.35,1654.73,6.06667,80.0485,46.5631
1786,2134.37,1592.17,1655.56,6.06116,79.9754,46.3345
1787,2134.44,1592.58,1655.97,6.05894,80.0352,46.1194
1788,2134.51,1592.98,1656.38,6.05553,80.0771,46.0958
1789,2134.66,1593.79,1657.21,6.04894,80.1477,45.8665
1790,2134.8,1594.59,1658.02,6.04223,80.1603,45.4179
1791,2134.86,1594.99,1658.43,6.0382,80.1862,45.4039
1792,2135,1595.79,1659.23,6.03102,80.1992,44.9553
1793,2135.07,1596.18,1659.63,6.02676,80.2441,44.9413
1794,2135.21,1596.97,1660.43,6.01775,80.3332,44.7076
1795,2135.34,1597.76,1661.23,6.00835,80.3656,44.5865
1796,2135.41,1598.15,1661.62,6.00301,80.3936,44.2405
1797,2135.54,1598.92,1662.41,5.99311,80.3389,44.124
1798,2135.6,1599.31,1662.8,5.98847,80.295,43.8098
1799,2135.74,1600.08,1663.58,5.98003,80.2409,43.6933
1800,2135.87,1600.84,1664.36,5.97109,80.349,43.4415
1801,2135.93,1601.22,1664.75,5.96659,80.3782,43.1185
1802,2136.06,1601.98,1665.52,5.9559,80.4056,42.9926
1803,2136.19,1602.74,1666.28,5.94527,80.4891,42.6513
1804,2136.25,1603.11,1666.66,5.93975,80.4494,42.5301
1805,2136.38,1603.86,1667.42,5.92864,80.5341,42.1889
1806,2136.5,1604.6,1668.17,5.91748,80.4696,41.8523
1807,2136.56,1604.97,1668.54,5.91209,80.4448,41.8388
1808,2136.68,1605.7,1669.28,5.90236,80.4424,41.408
1809,2136.81,1606.43,1670.02,5.89119,80.4587,41.1699
1810,2136.87,1606.79,1670.39,5.88627,80.413,40.9455
1811,2136.99,1607.51,1671.12,5.87679,80.336,40.7302
1812,2137.11,1608.22,1671.84,5.86838,80.2823,40.5014
1813,2137.17,1608.58,1672.2,5.86452,80.2621,40.2995
1814,2137.3,1609.28,1672.92,5.85715,80.1733,40.0573
1815,2137.36,1609.63,1673.28,5.85401,80.1195,39.8555
1816,2137.48,1610.33,1673.98,5.84865,80.0481,39.5193
1817,2137.6,1611.02,1674.69,5.84403,80.0126,39.3041
1818,2137.66,1611.37,1675.04,5.84175,79.9692,39.1784
1819,2137.78,1612.05,1675.73,5.83892,79.8471,38.632
1820,2137.91,1612.73,1676.42,5.83682,79.7898,38.417
1821,2137.97,1613.07,1676.77,5.83586,79.7609,38.5245
1822,2138.09,1613.74,1677.45,5.83512,79.6897,37.9688
1823,2138.21,1614.41,1678.12,5.83517,79.5651,37.7589
1824,2138.27,1614.74,1678.46,5.83581,79.5482,37.544
1825,2138.39,1615.4,1679.13,5.83731,79.4855,37.3158
1826,2138.51,1616.05,1679.8,5.83927,79.3963,37.0961
1827,2138.58,1616.38,1680.12,5.84101,79.3423,36.873
1828,2138.7,1617.02,1680.78,5.84484,79.2453,36.6583
1829,2138.82,1617.66,1681.43,5.84975,79.181,36.4437
1830,2138.88,1617.98,1681.76,5.85256,79.1677,36.2157
1831,2139,1618.61,1682.4,5.8583,79.0459,36.0012
1832,2139.12,1619.24,1683.04,5.86539,78.9772,35.7734
1833,2139.19,1619.55,1683.36,5.86928,78.9435,35.559
1834,2139.31,1620.17,1683.99,5.87741,78.861,35.3446
1835,2139.43,1620.79,1684.62,5.8864,78.7678,35.1169
1836,2139.49,1621.1,1684.93,5.89137,78.7307,34.9026
1837,2139.61,1621.71,1685.56,5.90168,78.6246,34.6884
1838,2139.74,1622.31,1686.17,5.91307,78.5705,34.4609
1839,2139.86,1622.91,1686.79,5.92398,78.655,34.2252
1840,2139.92,1623.21,1687.09,5.92943,78.5801,33.9976
1841,2140.04,1623.8,1687.69,5.94081,78.5269,33.7781
1842,2140.16,1624.39,1688.29,5.95315,78.4296,33.5695
1843,2140.22,1624.68,1688.59,5.95969,78.3723,33.3421
1844,2140.34,1625.26,1689.18,5.97228,78.4583,33.1062
1845,2140.45,1625.84,1689.77,5.98499,78.4581,32.6593
1846,2140.57,1626.4,1690.35,5.99672,78.4729,32.4288
1847,2140.63,1626.69,1690.64,6.00254,78.4172,32.41
1848,2140.75,1627.26,1691.23,6.01645,78.3504,32.9009
1849,2140.86,1627.84,1691.82,6.02939,78.4036,33.1148
1850,2140.98,1628.42,1692.41,6.04161,78.4525,33.3366
1851,2141.11,1629.01,1693.01,6.05509,78.2125,33.4712
1852,2141.23,1629.6,1693.61,6.07074,78.0883,33.7074
1853,2141.29,1629.9,1693.92,6.07926,77.9894,33.957
1854,2141.42,1630.5,1694.53,6.09635,78.1732,34.2777
1855,2141.55,1631.1,1695.14,6.11271,78.0507,34.5273
1856,2141.68,1631.71,1695.77,6.13034,78.0802,34.8839
1857,2141.8,1632.32,1696.39,6.14702,78.1561,35.0976
1858,2141.93,1632.94,1697.02,6.16319,78.0729,35.3303
1859,2142.06,1633.56,1697.66,6.18,78.1692,35.5385
1860,2142.13,1633.87,1697.97,6.18852,78.0981,35.7747
1861,2142.26,1634.5,1698.95,6.18043,77.9559,36.0244
1862,2142.4,1635.13,1699.6,6.16456,78.0277,36.2381
1863,2142.53,1635.77,1700.25,6.14778,78.1009,36.4519
1864,2142.6,1636.09,1700.58,6.1395,78.0071,36.7071
1865,2142.74,1636.74,1701.23,6.12298,78.0598,36.814
1866,2142.88,1637.39,1701.9,6.10651,77.9467,37.0504
1867,2142.95,1637.71,1702.23,6.09874,77.8999,37.407
1868,2143.09,1638.37,1702.9,6.08395,77.7681,37.531
1869,2143.23,1639.03,1703.58,6.06988,77.818,37.7503
1870,2143.37,1639.69,1704.26,6.0556,77.7465,38.107
